,target
000bd931_14900,0
000bd931_14950,0
000bd931_15000,0
000bd931_15050,0
000bd931_15100,0
000bd931_15150,0
000bd931_15200,0
000bd931_15250,0
000bd931_15300,0
000bd931_15350,0
000bd931_15400,0
000bd931_15450,0
000bd931_15500,0
000bd931_15550,0
000bd931_15600,0
000bd931_15650,0
000bd931_15700,0
000bd931_15750,0
000bd931_15800,0
000bd931_15850,0
000bd931_15900,0
000bd931_15950,0
000bd931_16000,0
000bd931_16050,0
000bd931_16100,0
000bd931_16150,0
000bd931_16200,0
000bd931_16250,0
000bd931_16300,0
000bd931_16350,0
000bd931_16400,0
000bd931_16450,0
000bd931_16500,0
000bd931_16550,0
000bd931_16600,0
000bd931_16650,0
000bd931_16700,0
000bd931_16750,0
000bd931_16800,0
000bd931_16850,0
000bd931_16900,0
000bd931_16950,0
000bd931_17000,0
000bd931_17050,0
000bd931_17100,0
000bd931_17150,0
000bd931_17200,0
000bd931_17250,0
000bd931_17300,0
000bd931_17350,0
000bd931_17400,0
000bd931_17450,0
000bd931_17500,0
000bd931_17550,0
000bd931_17600,0
000bd931_17650,0
000bd931_17700,0
000bd931_17750,0
000bd931_17800,0
000bd931_17850,0
000bd931_17900,0
000bd931_17950,0
000bd931_18000,0
000bd931_18050,0
000bd931_18100,0
000bd931_18150,0
000bd931_18200,0
000bd931_18250,0
000bd931_18300,0
000bd931_18350,0
000bd931_18400,0
000bd931_18450,0
000bd931_18500,0
000bd931_18550,0
000bd931_18600,0
000bd931_18650,0
000bd931_18700,0
000bd931_18750,0
000bd931_18800,0
000bd931_18850,0
000bd931_18900,0
000bd931_18950,0
000bd931_19000,0
000bd931_19050,0
000bd931_19100,0
000bd931_19150,0
000bd931_19200,0
000bd931_19250,0
000bd931_19300,0
000bd931_19350,0
000bd931_19400,0
000bd931_19450,0
000bd931_19500,0
000bd931_19550,0
000bd931_19600,0
000bd931_19650,0
000bd931_19700,0
000bd931_19750,0
000bd931_19800,0
000bd931_19850,0
000bd931_19900,0
000bd931_19950,0
000bd931_20000,0
000bd931_20050,0
000bd931_20100,0
000bd931_20150,0
000bd931_20200,0
000bd931_20250,0
000bd931_20300,0
000bd931_20350,0
000bd931_20400,0
000bd931_20450,0
000bd931_20500,0
000bd931_20550,0
000bd931_20600,0
000bd931_20650,0
000bd931_20700,0
000bd931_20750,0
000bd931_20800,0
000bd931_20850,0
000bd931_20900,0
000bd931_20950,0
000bd931_21000,0
000bd931_21050,0
000bd931_21100,0
000bd931_21150,0
000bd931_21200,0
000bd931_21250,0
000bd931_21300,0
000bd931_21350,0
000bd931_21400,0
000bd931_21450,0
000bd931_21500,0
000bd931_21550,0
000bd931_21600,0
000bd931_21650,0
000bd931_21700,0
000bd931_21750,0
000bd931_21800,0
000bd931_21850,0
000bd931_21900,0
000bd931_21950,0
000bd931_22000,0
000bd931_22050,0
000bd931_22100,0
000bd931_22150,0
000bd931_22200,0
000bd931_22250,0
000bd931_22300,0
000bd931_22350,0
000bd931_22400,0
000bd931_22450,0
000bd931_22500,0
000bd931_22550,0
000bd931_22600,0
000bd931_22650,0
000bd931_22700,0
000bd931_22750,0
000bd931_22800,0
000bd931_22850,0
000bd931_22900,0
000bd931_22950,0
000bd931_23000,0
000bd931_23050,0
000bd931_23100,0
000bd931_23150,0
000bd931_23200,0
000bd931_23250,0
000bd931_23300,0
000bd931_23350,0
000bd931_23400,0
000bd931_23450,0
000bd931_23500,0
000bd931_23550,0
000bd931_23600,0
000bd931_23650,0
000bd931_23700,0
000bd931_23750,0
000bd931_23800,0
000bd931_23850,0
000bd931_23900,0
000bd931_23950,0
000bd931_24000,0
000bd931_24050,0
000bd931_24100,0
000bd931_24150,0
000bd931_24200,0
000bd931_24250,0
000bd931_24300,0
000bd931_24350,0
000bd931_24400,0
000bd931_24450,0
000bd931_24500,0
000bd931_24550,0
000bd931_24600,0
000bd931_24650,0
000bd931_24700,0
000bd931_24750,0
000bd931_24800,0
000bd931_24850,0
000bd931_24900,0
000bd931_24950,0
000bd931_25000,0
000bd931_25050,0
000bd931_25100,0
000bd931_25150,0
000bd931_25200,0
000bd931_25250,0
000bd931_25300,0
000bd931_25350,0
000bd931_25400,0
000bd931_25450,0
000bd931_25500,0
000bd931_25550,0
000bd931_25600,0
000bd931_25650,0
000bd931_25700,0
000bd931_25750,0
000bd931_25800,0
000bd931_25850,0
000bd931_25900,0
000bd931_25950,0
000bd931_26000,0
000bd931_26050,0
000bd931_26100,0
000bd931_26150,0
000bd931_26200,0
000bd931_26250,0
000bd931_26300,0
000bd931_26350,0
000bd931_26400,0
000bd931_26450,0
000bd931_26500,0
000bd931_26550,0
000bd931_26600,0
000bd931_26650,0
000bd931_26700,0
000bd931_26750,0
000bd931_26800,0
000bd931_26850,0
000bd931_26900,0
000bd931_26950,0
000bd931_27000,0
000bd931_27050,0
000bd931_27100,0
000bd931_27150,0
000bd931_27200,0
000bd931_27250,0
000bd931_27300,0
000bd931_27350,0
000bd931_27400,0
000bd931_27450,0
000bd931_27500,0
000bd931_27550,0
000bd931_27600,0
000bd931_27650,0
000bd931_27700,0
000bd931_27750,0
000bd931_27800,0
000bd931_27850,0
000bd931_27900,0
000bd931_27950,0
000bd931_28000,0
000bd931_28050,0
000bd931_28100,0
000bd931_28150,0
000bd931_28200,0
000bd931_28250,0
000bd931_28300,0
000bd931_28350,0
000bd931_28400,0
000bd931_28450,0
000bd931_28500,0
000bd931_28550,0
000bd931_28600,0
000bd931_28650,0
000bd931_28700,0
000bd931_28750,0
000bd931_28800,0
000bd931_28850,0
000bd931_28900,0
000bd931_28950,0
000bd931_29000,0
000bd931_29050,0
000bd931_29100,0
000bd931_29150,0
000bd931_29200,0
000bd931_29250,0
000bd931_29300,0
000bd931_29350,0
000bd931_29400,0
000bd931_29450,0
000bd931_29500,0
000bd931_29550,0
000bd931_29600,0
000bd931_29650,0
000bd931_29700,0
000bd931_29750,0
000bd931_29800,0
000bd931_29850,0
000bd931_29900,0
000bd931_29950,0
000bd931_30000,0
000bd931_30050,0
000bd931_30100,0
000bd931_30150,0
000bd931_30200,0
000bd931_30250,0
000bd931_30300,0
000bd931_30350,0
000bd931_30400,0
000bd931_30450,0
000bd931_30500,0
000bd931_30550,0
000bd931_30600,0
000bd931_30650,0
000bd931_30700,0
000bd931_30750,0
000bd931_30800,0
000bd931_30850,0
000bd931_30900,0
000bd931_30950,0
000bd931_31000,0
000bd931_31050,0
000bd931_31100,0
000bd931_31150,0
000bd931_31200,0
000bd931_31250,0
000bd931_31300,0
000bd931_31350,0
000bd931_31400,0
000bd931_31450,0
000bd931_31500,0
000bd931_31550,0
000bd931_31600,0
000bd931_31650,0
000bd931_31700,0
000bd931_31750,0
000bd931_31800,0
000bd931_31850,0
000bd931_31900,0
000bd931_31950,0
000bd931_32000,0
000bd931_32050,0
000bd931_32100,0
000bd931_32150,0
000bd931_32200,0
000bd931_32250,0
000bd931_32300,0
000bd931_32350,0
000bd931_32400,0
000bd931_32450,0
000bd931_32500,0
000bd931_32550,0
000bd931_32600,0
000bd931_32650,0
000bd931_32700,0
000bd931_32750,0
000bd931_32800,0
000bd931_32850,0
000bd931_32900,0
000bd931_32950,0
000bd931_33000,0
000bd931_33050,0
000bd931_33100,0
000bd931_33150,0
000bd931_33200,0
000bd931_33250,0
000bd931_33300,0
000bd931_33350,0
000bd931_33400,0
000bd931_33450,0
000bd931_33500,0
000bd931_33550,0
000bd931_33600,0
000bd931_33650,0
000bd931_33700,0
000bd931_33750,0
000bd931_33800,0
000bd931_33850,0
000bd931_33900,0
000bd931_33950,0
000bd931_34000,0
000bd931_34050,0
000bd931_34100,0
000bd931_34150,0
000bd931_34200,0
000bd931_34250,0
000bd931_34300,0
000bd931_34350,0
000bd931_34400,0
000bd931_34450,0
000bd931_34500,0
000bd931_34550,0
000bd931_34600,0
000bd931_34650,0
000bd931_34700,0
000bd931_34750,0
000bd931_34800,0
000bd931_34850,0
000bd931_34900,0
000bd931_34950,0
000bd931_35000,0
000bd931_35050,0
000bd931_35100,0
000bd931_35150,0
000bd931_35200,0
000bd931_35250,0
000bd931_35300,0
000bd931_35350,0
000bd931_35400,0
000bd931_35450,0
000bd931_35500,0
000bd931_35550,0
000bd931_35600,0
000bd931_35650,0
000bd931_35700,0
000bd931_35750,0
000bd931_35800,0
000bd931_35850,0
000bd931_35900,0
000bd931_35950,0
000bd931_36000,0
000bd931_36050,0
000bd931_36100,0
000bd931_36150,0
000bd931_36200,0
000bd931_36250,0
000bd931_36300,0
000bd931_36350,0
000bd931_36400,0
000bd931_36450,0
000bd931_36500,0
000bd931_36550,0
000bd931_36600,0
000bd931_36650,0
000bd931_36700,0
000bd931_36750,0
000bd931_36800,0
000bd931_36850,0
000bd931_36900,0
000bd931_36950,0
000bd931_37000,0
000bd931_37050,0
000bd931_37100,0
000bd931_37150,0
000bd931_37200,0
000bd931_37250,0
000bd931_37300,0
000bd931_37350,0
000bd931_37400,0
000bd931_37450,0
000bd931_37500,0
000bd931_37550,0
000bd931_37600,0
000bd931_37650,0
000bd931_37700,0
000bd931_37750,0
000bd931_37800,0
000bd931_37850,0
000bd931_37900,0
000bd931_37950,0
000bd931_38000,0
000bd931_38050,0
000bd931_38100,0
000bd931_38150,0
000bd931_38200,0
000bd931_38250,0
000bd931_38300,0
000bd931_38350,0
000bd931_38400,0
000bd931_38450,0
000bd931_38500,0
000bd931_38550,0
000bd931_38600,0
000bd931_38650,0
000bd931_38700,0
000bd931_38750,0
000bd931_38800,0
000bd931_38850,0
000bd931_38900,0
000bd931_38950,0
000bd931_39000,0
000bd931_39050,0
000bd931_39100,0
000bd931_39150,0
000bd931_39200,0
000bd931_39250,0
000bd931_39300,0
000bd931_39350,0
000bd931_39400,0
000bd931_39450,0
000bd931_39500,0
000bd931_39550,0
000bd931_39600,0
000bd931_39650,0
000bd931_39700,0
000bd931_39750,0
000bd931_39800,0
000bd931_39850,0
000bd931_39900,0
000bd931_39950,0
000bd931_40000,0
000bd931_40050,0
000bd931_40100,0
000bd931_40150,0
000bd931_40200,0
000bd931_40250,0
000bd931_40300,0
000bd931_40350,0
000bd931_40400,0
000bd931_40450,0
000bd931_40500,0
000bd931_40550,0
000bd931_40600,0
000bd931_40650,0
000bd931_40700,0
000bd931_40750,0
000bd931_40800,0
000bd931_40850,0
000bd931_40900,0
000bd931_40950,0
000bd931_41000,0
000bd931_41050,0
000bd931_41100,0
000bd931_41150,0
000bd931_41200,0
000bd931_41250,0
000bd931_41300,0
000bd931_41350,0
000bd931_41400,0
000bd931_41450,0
000bd931_41500,0
000bd931_41550,0
000bd931_41600,0
000bd931_41650,0
000bd931_41700,0
000bd931_41750,0
000bd931_41800,0
000bd931_41850,0
000bd931_41900,0
000bd931_41950,0
000bd931_42000,0
000bd931_42050,0
000bd931_42100,0
000bd931_42150,0
000bd931_42200,0
000bd931_42250,0
000bd931_42300,0
000bd931_42350,0
000bd931_42400,0
000bd931_42450,0
000bd931_42500,0
000bd931_42550,0
000bd931_42600,0
000bd931_42650,0
000bd931_42700,0
000bd931_42750,0
000bd931_42800,0
000bd931_42850,0
000bd931_42900,0
000bd931_42950,0
000bd931_43000,0
000bd931_43050,0
000bd931_43100,0
000bd931_43150,0
000bd931_43200,0
000bd931_43250,0
000bd931_43300,0
000bd931_43350,0
000bd931_43400,0
000bd931_43450,0
000bd931_43500,0
000bd931_43550,0
000bd931_43600,0
000bd931_43650,0
000bd931_43700,0
000bd931_43750,0
000bd931_43800,0
000bd931_43850,0
000bd931_43900,0
000bd931_43950,0
000bd931_44000,0
000bd931_44050,0
000bd931_44100,0
000bd931_44150,0
000bd931_44200,0
000bd931_44250,0
000bd931_44300,0
000bd931_44350,0
000bd931_44400,0
000bd931_44450,0
000bd931_44500,0
000bd931_44550,0
000bd931_44600,0
000bd931_44650,0
000bd931_44700,0
000bd931_44750,0
000bd931_44800,0
000bd931_44850,0
000bd931_44900,0
000bd931_44950,0
000bd931_45000,0
000bd931_45050,0
000bd931_45100,0
000bd931_45150,0
000bd931_45200,0
000bd931_45250,0
000bd931_45300,0
000bd931_45350,0
000bd931_45400,0
000bd931_45450,0
000bd931_45500,0
000bd931_45550,0
000bd931_45600,0
000bd931_45650,0
000bd931_45700,0
000bd931_45750,0
000bd931_45800,0
000bd931_45850,0
000bd931_45900,0
000bd931_45950,0
000bd931_46000,0
000bd931_46050,0
000bd931_46100,0
000bd931_46150,0
000bd931_46200,0
000bd931_46250,0
000bd931_46300,0
000bd931_46350,0
000bd931_46400,0
000bd931_46450,0
000bd931_46500,0
000bd931_46550,0
000bd931_46600,0
000bd931_46650,0
000bd931_46700,0
000bd931_46750,0
000bd931_46800,0
000bd931_46850,0
000bd931_46900,0
000bd931_46950,0
000bd931_47000,0
000bd931_47050,0
000bd931_47100,0
000bd931_47150,0
000bd931_47200,0
000bd931_47250,0
000bd931_47300,0
000bd931_47350,0
000bd931_47400,0
000bd931_47450,0
000bd931_47500,0
000bd931_47550,0
000bd931_47600,0
000bd931_47650,0
000bd931_47700,0
000bd931_47750,0
000bd931_47800,0
000bd931_47850,0
000bd931_47900,0
000bd931_47950,0
000bd931_48000,0
000bd931_48050,0
000bd931_48100,0
000bd931_48150,0
000bd931_48200,0
000bd931_48250,0
000bd931_48300,0
000bd931_48350,0
000bd931_48400,0
000bd931_48450,0
000bd931_48500,0
000bd931_48550,0
000bd931_48600,0
000bd931_48650,0
000bd931_48700,0
000bd931_48750,0
000bd931_48800,0
000bd931_48850,0
000bd931_48900,0
000bd931_48950,0
000bd931_49000,0
000bd931_49050,0
000bd931_49100,0
000bd931_49150,0
000bd931_49200,0
000bd931_49250,0
001bd932_50,0
001bd932_100,0
001bd932_150,0
001bd932_200,0
001bd932_250,0
001bd932_300,0
001bd932_350,0
001bd932_400,0
001bd932_450,0
001bd932_500,0
001bd932_550,0
001bd932_600,0
001bd932_650,0
001bd932_700,0
001bd932_750,0
001bd932_800,0
001bd932_850,0
001bd932_900,0
001bd932_950,0
001bd932_1000,0
001bd932_1050,0
001bd932_1100,0
001bd932_1150,0
001bd932_1200,0
001bd932_1250,0
001bd932_1300,0
001bd932_1350,0
001bd932_1400,0
001bd932_1450,0
001bd932_1500,0
001bd932_1550,0
001bd932_1600,0
001bd932_1650,0
001bd932_1700,0
001bd932_1750,0
001bd932_1800,0
001bd932_1850,0
001bd932_1900,0
001bd932_1950,0
001bd932_2000,0
001bd932_2050,0
001bd932_2100,0
001bd932_2150,0
001bd932_2200,0
001bd932_2250,0
001bd932_2300,0
001bd932_2350,0
001bd932_2400,0
001bd932_2450,0
001bd932_2500,0
001bd932_2550,0
001bd932_2600,0
001bd932_2650,0
001bd932_2700,0
001bd932_2750,0
001bd932_2800,0
001bd932_2850,0
001bd932_2900,0
001bd932_2950,0
001bd932_3000,0
001bd932_3050,0
001bd932_3100,0
001bd932_3150,0
001bd932_3200,0
001bd932_3250,0
001bd932_3300,0
001bd932_3350,0
001bd932_3400,0
001bd932_3450,0
001bd932_3500,0
001bd932_3550,0
001bd932_3600,0
001bd932_3650,0
001bd932_3700,0
001bd932_3750,0
001bd932_3800,0
001bd932_3850,0
001bd932_3900,0
001bd932_3950,0
001bd932_4000,0
001bd932_4050,0
001bd932_4100,0
001bd932_4150,0
001bd932_4200,0
001bd932_4250,0
001bd932_4300,0
001bd932_4350,0
001bd932_4400,0
001bd932_4450,0
001bd932_4500,0
001bd932_4550,0
001bd932_4600,0
001bd932_4650,0
001bd932_4700,0
001bd932_4750,0
001bd932_4800,0
001bd932_4850,0
001bd932_4900,0
001bd932_4950,0
001bd932_5000,0
001bd932_5050,0
001bd932_5100,0
001bd932_5150,0
001bd932_5200,0
001bd932_5250,0
001bd932_5300,0
001bd932_5350,0
001bd932_5400,0
001bd932_5450,0
001bd932_5500,0
001bd932_5550,0
001bd932_5600,0
001bd932_5650,0
001bd932_5700,0
001bd932_5750,0
001bd932_5800,0
001bd932_5850,0
001bd932_5900,0
001bd932_5950,0
001bd932_6000,0
001bd932_6050,0
001bd932_6100,0
001bd932_6150,0
001bd932_6200,0
001bd932_6250,0
001bd932_6300,0
001bd932_6350,0
001bd932_6400,0
001bd932_6450,0
001bd932_6500,0
001bd932_6550,0
001bd932_6600,0
001bd932_6650,0
001bd932_6700,0
001bd932_6750,0
001bd932_6800,0
001bd932_6850,0
001bd932_6900,0
001bd932_6950,0
001bd932_7000,0
001bd932_7050,0
001bd932_7100,0
001bd932_7150,0
001bd932_7200,0
001bd932_7250,0
001bd932_7300,0
001bd932_7350,0
001bd932_7400,0
001bd932_7450,0
001bd932_7500,0
001bd932_7550,0
001bd932_7600,0
001bd932_7650,0
001bd932_7700,0
001bd932_7750,0
001bd932_7800,0
001bd932_7850,0
001bd932_7900,0
001bd932_7950,0
001bd932_8000,0
001bd932_8050,0
001bd932_8100,0
001bd932_8150,0
001bd932_8200,0
001bd932_8250,0
001bd932_8300,0
001bd932_8350,0
001bd932_8400,0
001bd932_8450,0
001bd932_8500,0
001bd932_8550,0
001bd932_8600,0
001bd932_8650,0
001bd932_8700,0
001bd932_8750,0
001bd932_8800,0
001bd932_8850,0
001bd932_8900,0
001bd932_8950,0
001bd932_9000,0
001bd932_9050,0
001bd932_9100,0
001bd932_9150,0
001bd932_9200,0
001bd932_9250,0
001bd932_9300,0
001bd932_9350,0
001bd932_9400,0
001bd932_9450,0
001bd932_9500,0
001bd932_9550,0
001bd932_9600,0
001bd932_9650,0
001bd932_9700,0
001bd932_9750,0
001bd932_9800,0
001bd932_9850,0
001bd932_9900,0
001bd932_9950,0
001bd932_10000,0
001bd932_10050,0
001bd932_10100,0
001bd932_10150,0
001bd932_10200,0
001bd932_10250,0
001bd932_10300,0
001bd932_10350,0
001bd932_10400,0
001bd932_10450,0
001bd932_10500,0
001bd932_10550,0
001bd932_10600,0
001bd932_10650,0
001bd932_10700,0
001bd932_10750,0
001bd932_10800,0
001bd932_10850,0
001bd932_10900,0
001bd932_10950,0
001bd932_11000,0
001bd932_11050,0
001bd932_11100,0
001bd932_11150,0
001bd932_11200,0
001bd932_11250,0
001bd932_11300,0
001bd932_11350,0
001bd932_11400,0
001bd932_11450,0
001bd932_11500,0
001bd932_11550,0
001bd932_11600,0
001bd932_11650,0
001bd932_11700,0
001bd932_11750,0
001bd932_11800,0
001bd932_11850,0
001bd932_11900,0
001bd932_11950,0
001bd932_12000,0
001bd932_12050,0
001bd932_12100,0
001bd932_12150,0
001bd932_12200,0
001bd932_12250,0
001bd932_12300,0
001bd932_12350,0
001bd932_12400,0
001bd932_12450,0
001bd932_12500,0
001bd932_12550,0
001bd932_12600,0
001bd932_12650,0
001bd932_12700,0
001bd932_12750,0
001bd932_12800,0
001bd932_12850,0
001bd932_12900,0
001bd932_12950,0
001bd932_13000,0
001bd932_13050,0
001bd932_13100,0
001bd932_13150,0
001bd932_13200,0
001bd932_13250,0
001bd932_13300,0
001bd932_13350,0
001bd932_13400,0
001bd932_13450,0
001bd932_13500,0
001bd932_13550,0
001bd932_13600,0
001bd932_13650,0
001bd932_13700,0
001bd932_13750,0
001bd932_13800,0
001bd932_13850,0
001bd932_13900,0
001bd932_13950,0
001bd932_14000,0
001bd932_14050,0
001bd932_14100,0
001bd932_14150,0
001bd932_14200,0
001bd932_14250,0
001bd932_14300,0
001bd932_14350,0
001bd932_14400,0
001bd932_14450,0
001bd932_14500,0
001bd932_14550,0
001bd932_14600,0
001bd932_14650,0
001bd932_14700,0
001bd932_14750,0
001bd932_14800,0
001bd932_14850,0
001bd932_14900,0
001bd932_14950,0
001bd932_15000,0
001bd932_15050,0
001bd932_15100,0
001bd932_15150,0
001bd932_15200,0
001bd932_15250,0
001bd932_15300,0
001bd932_15350,0
001bd932_15400,0
001bd932_15450,0
001bd932_15500,0
001bd932_15550,0
001bd932_15600,0
001bd932_15650,1
001bd932_15700,1
001bd932_15750,0
001bd932_15800,0
001bd932_15850,0
001bd932_15900,0
001bd932_15950,0
001bd932_16000,0
001bd932_16050,0
001bd932_16100,0
001bd932_16150,0
001bd932_16200,0
001bd932_16250,0
001bd932_16300,0
001bd932_16350,0
001bd932_16400,0
001bd932_16450,0
001bd932_16500,0
001bd932_16550,0
001bd932_16600,0
001bd932_16650,0
001bd932_16700,0
001bd932_16750,0
001bd932_16800,0
001bd932_16850,0
001bd932_16900,0
001bd932_16950,0
001bd932_17000,0
001bd932_17050,0
001bd932_17100,0
001bd932_17150,0
001bd932_17200,0
001bd932_17250,0
001bd932_17300,0
001bd932_17350,0
001bd932_17400,0
001bd932_17450,0
001bd932_17500,0
001bd932_17550,0
001bd932_17600,0
001bd932_17650,0
001bd932_17700,0
001bd932_17750,0
001bd932_17800,0
001bd932_17850,0
001bd932_17900,0
001bd932_17950,0
001bd932_18000,0
001bd932_18050,0
001bd932_18100,0
001bd932_18150,0
001bd932_18200,0
001bd932_18250,0
001bd932_18300,0
001bd932_18350,0
001bd932_18400,0
001bd932_18450,0
001bd932_18500,0
001bd932_18550,0
001bd932_18600,0
001bd932_18650,0
001bd932_18700,0
001bd932_18750,0
001bd932_18800,0
001bd932_18850,0
001bd932_18900,0
001bd932_18950,0
001bd932_19000,0
001bd932_19050,0
001bd932_19100,0
001bd932_19150,0
001bd932_19200,0
001bd932_19250,0
001bd932_19300,0
001bd932_19350,0
001bd932_19400,0
001bd932_19450,0
001bd932_19500,0
001bd932_19550,0
001bd932_19600,0
001bd932_19650,0
001bd932_19700,0
001bd932_19750,0
001bd932_19800,0
001bd932_19850,0
001bd932_19900,0
001bd932_19950,0
001bd932_20000,0
001bd932_20050,0
001bd932_20100,0
001bd932_20150,0
001bd932_20200,0
001bd932_20250,0
001bd932_20300,0
001bd932_20350,0
001bd932_20400,0
001bd932_20450,0
001bd932_20500,0
001bd932_20550,0
001bd932_20600,0
001bd932_20650,0
001bd932_20700,0
001bd932_20750,0
001bd932_20800,0
001bd932_20850,0
001bd932_20900,0
001bd932_20950,0
001bd932_21000,0
001bd932_21050,0
001bd932_21100,0
001bd932_21150,0
001bd932_21200,0
001bd932_21250,0
001bd932_21300,0
001bd932_21350,0
001bd932_21400,0
001bd932_21450,0
001bd932_21500,0
001bd932_21550,0
001bd932_21600,0
001bd932_21650,0
001bd932_21700,0
001bd932_21750,0
001bd932_21800,0
001bd932_21850,0
001bd932_21900,0
001bd932_21950,0
001bd932_22000,0
001bd932_22050,0
001bd932_22100,0
001bd932_22150,0
001bd932_22200,0
001bd932_22250,0
001bd932_22300,0
001bd932_22350,0
001bd932_22400,0
001bd932_22450,0
001bd932_22500,0
001bd932_22550,0
001bd932_22600,0
001bd932_22650,0
001bd932_22700,0
001bd932_22750,0
001bd932_22800,0
001bd932_22850,0
001bd932_22900,0
001bd932_22950,0
001bd932_23000,0
001bd932_23050,0
001bd932_23100,0
001bd932_23150,0
001bd932_23200,0
001bd932_23250,0
001bd932_23300,0
001bd932_23350,0
001bd932_23400,0
001bd932_23450,0
001bd932_23500,0
001bd932_23550,0
001bd932_23600,0
001bd932_23650,0
001bd932_23700,0
001bd932_23750,0
001bd932_23800,0
001bd932_23850,0
001bd932_23900,0
001bd932_23950,0
001bd932_24000,0
001bd932_24050,0
001bd932_24100,0
001bd932_24150,0
001bd932_24200,0
001bd932_24250,0
001bd932_24300,0
001bd932_24350,0
001bd932_24400,0
001bd932_24450,0
001bd932_24500,0
001bd932_24550,0
001bd932_24600,0
001bd932_24650,0
001bd932_24700,0
001bd932_24750,0
001bd932_24800,0
001bd932_24850,0
001bd932_24900,0
001bd932_24950,0
001bd932_25000,0
001bd932_25050,0
001bd932_25100,0
001bd932_25150,0
001bd932_25200,0
001bd932_25250,0
001bd932_25300,0
001bd932_25350,0
001bd932_25400,0
001bd932_25450,0
001bd932_25500,0
001bd932_25550,0
001bd932_25600,0
001bd932_25650,0
001bd932_25700,0
001bd932_25750,0
001bd932_25800,0
001bd932_25850,0
001bd932_25900,0
001bd932_25950,0
001bd932_26000,0
001bd932_26050,0
001bd932_26100,0
001bd932_26150,0
001bd932_26200,0
001bd932_26250,0
001bd932_26300,0
001bd932_26350,0
001bd932_26400,0
001bd932_26450,0
001bd932_26500,0
001bd932_26550,0
001bd932_26600,0
001bd932_26650,0
001bd932_26700,0
001bd932_26750,0
001bd932_26800,0
001bd932_26850,0
001bd932_26900,0
001bd932_26950,0
001bd932_27000,0
001bd932_27050,0
001bd932_27100,0
001bd932_27150,0
001bd932_27200,0
001bd932_27250,0
001bd932_27300,0
001bd932_27350,0
001bd932_27400,0
001bd932_27450,0
001bd932_27500,0
001bd932_27550,0
001bd932_27600,0
001bd932_27650,0
001bd932_27700,0
001bd932_27750,0
001bd932_27800,0
001bd932_27850,0
001bd932_27900,0
001bd932_27950,0
001bd932_28000,0
001bd932_28050,0
001bd932_28100,0
001bd932_28150,0
001bd932_28200,0
001bd932_28250,0
001bd932_28300,0
001bd932_28350,0
001bd932_28400,0
001bd932_28450,0
001bd932_28500,0
001bd932_28550,0
001bd932_28600,0
001bd932_28650,0
001bd932_28700,0
001bd932_28750,0
001bd932_28800,0
001bd932_28850,0
001bd932_28900,0
001bd932_28950,0
001bd932_29000,0
001bd932_29050,0
001bd932_29100,0
001bd932_29150,0
001bd932_29200,0
001bd932_29250,0
001bd932_29300,0
001bd932_29350,0
001bd932_29400,0
001bd932_29450,0
001bd932_29500,0
001bd932_29550,0
001bd932_29600,0
001bd932_29650,0
001bd932_29700,0
001bd932_29750,0
001bd932_29800,0
001bd932_29850,0
001bd932_29900,0
001bd932_29950,0
001bd932_30000,0
001bd932_30050,0
001bd932_30100,0
001bd932_30150,0
001bd932_30200,0
001bd932_30250,0
001bd932_30300,0
001bd932_30350,0
001bd932_30400,0
001bd932_30450,0
001bd932_30500,0
001bd932_30550,0
001bd932_30600,0
001bd932_30650,0
001bd932_30700,0
001bd932_30750,0
001bd932_30800,0
001bd932_30850,0
001bd932_30900,0
001bd932_30950,0
001bd932_31000,0
001bd932_31050,0
001bd932_31100,0
001bd932_31150,0
001bd932_31200,0
001bd932_31250,0
001bd932_31300,0
001bd932_31350,0
001bd932_31400,0
001bd932_31450,0
001bd932_31500,0
001bd932_31550,0
001bd932_31600,0
001bd932_31650,0
001bd932_31700,0
001bd932_31750,0
001bd932_31800,0
001bd932_31850,0
001bd932_31900,0
001bd932_31950,0
001bd932_32000,0
001bd932_32050,0
001bd932_32100,0
001bd932_32150,0
001bd932_32200,0
001bd932_32250,0
001bd932_32300,0
001bd932_32350,0
001bd932_32400,0
001bd932_32450,0
001bd932_32500,0
001bd932_32550,0
001bd932_32600,0
001bd932_32650,0
001bd932_32700,0
001bd932_32750,0
001bd932_32800,0
001bd932_32850,0
001bd932_32900,0
001bd932_32950,0
001bd932_33000,0
001bd932_33050,0
001bd932_33100,0
001bd932_33150,0
001bd932_33200,0
001bd932_33250,0
001bd932_33300,0
001bd932_33350,0
001bd932_33400,0
001bd932_33450,0
001bd932_33500,0
001bd932_33550,0
001bd932_33600,0
001bd932_33650,0
001bd932_33700,0
001bd932_33750,0
001bd932_33800,0
001bd932_33850,0
001bd932_33900,0
001bd932_33950,0
001bd932_34000,0
001bd932_34050,0
001bd932_34100,0
001bd932_34150,0
001bd932_34200,0
001bd932_34250,0
001bd932_34300,0
001bd932_34350,0
001bd932_34400,0
001bd932_34450,0
001bd932_34500,0
001bd932_34550,0
001bd932_34600,0
001bd932_34650,0
001bd932_34700,0
001bd932_34750,0
001bd932_34800,0
001bd932_34850,0
001bd932_34900,0
001bd932_34950,0
001bd932_35000,0
001bd932_35050,0
001bd932_35100,0
001bd932_35150,0
001bd932_35200,0
001bd932_35250,0
001bd932_35300,0
001bd932_35350,0
001bd932_35400,0
001bd932_35450,0
001bd932_35500,0
001bd932_35550,0
001bd932_35600,0
001bd932_35650,0
